"1400000US06075015201","Census Tract 152.01; San Francisco County; California","973","149","6.3","4.3","11.4","8.6","2.4","2.6","6.2","5.0","1.2","2.0","7.2","6.2","14.4","9.0","20.5","10.0","13.1","8.1","17.5","9.5","113450","44708","124471","23243","19.8","(X)","(X)","(X)","(X)","(X)","155","76","0.0","23.7","0.0","23.7","0.0","23.7","0.0","23.7","0.0","23.7","7.1","12.0","9.0","15.7","32.3","21.1","23.9","30.7","27.7","21.5","165169","82015","196735","67187","(X)","(X)","71.0","(X)","(X)","(X)","125","76","0.0","28.1","0.0","28.1","0.0","28.1","0.0","28.1","0.0","28.1","8.8","15.0","11.2","20.4","16.0","23.9","29.6","36.9","34.4","28.8","166182","46017","N","N","(X)","(X)","(X)","(X)","(X)","(X)","818","162","7.5","5.2","13.6","10.0","2.8","3.1","7.3","5.9","1.5","2.4","7.2","6.9","15.4","10.5","21.9","11.9","7.3","7.1","15.5","9.9","91250","31525","107517","23140","(X)","(X)","(X)","(X)","10.1","(X)",
"1400000US06075015202","Census Tract 152.02; San Francisco County; California","1065","170","1.7","2.6","1.3","2.0","8.3","6.8","8.2","9.2","0.0","3.9","8.3","4.8","6.3","4.2","11.6","8.0","8.8","6.0","45.5","9.9","177533","53091","267788","63977","34.8","(X)","(X)","(X)","(X)","(X)","418","128","0.0","9.7","0.0","9.7","0.0","9.7","0.0","9.7","0.0","9.7","6.5","7.1","0.0","9.7","22.2","18.9","6.7","7.9","64.6","16.8","250,000+","***","437618","143910","(X)","(X)","31.8","(X)","(X)","(X)","335","106","0.0","11.9","0.0","11.9","0.0","11.9","0.0","11.9","0.0","11.9","4.8","7.3","0.0","11.9","9.9","10.9","8.4","9.0","77.0","14.8","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","647","153","2.8","4.2","2.2","3.3","13.6","11.2","13.4","15.0","0.0","6.4","9.4","6.9","10.4","6.7","12.7","10.6","10.2","9.4","25.3","11.0","88935","44303","152447","38286","(X)","(X)","(X)","(X)","36.8","(X)",
"1400000US06075015300","Census Tract 153; San Francisco County; California","1077","126","1.0","1.7","2.7","2.8","2.0","2.3","0.0","3.9","9.7","6.4","10.1","6.7","4.0","3.5","10.1","6.5","8.1","5.0","52.2","9.3","215417","67327","283713","72557","40.6","(X)","(X)","(X)","(X)","(X)","323","101","0.0","12.3","7.7","8.6","0.0","12.3","0.0","12.3","0.0","12.3","6.2","6.7","1.9","3.8","3.4","5.2","13.6","12.7","67.2","15.2","250,000+","***","411930","168769","(X)","(X)","47.7","(X)","(X)","(X)","279","95","0.0","14.1","9.0","9.8","0.0","14.1","0.0","14.1","0.0","14.1","3.6","5.5","0.0","14.1","3.9","6.0","15.8","14.7","67.7","16.0","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","754","151","1.5","2.5","0.5","1.1","2.9","3.3","0.0","5.5","13.9","8.5","11.8","9.4","4.9","4.6","13.0","9.2","5.7","4.0","45.8","11.7","165500","104511","226491","57391","(X)","(X)","(X)","(X)","37.5","(X)",
"1400000US06075015401","Census Tract 154.01; San Francisco County; California","1632","288","2.0","2.1","0.2","0.7","3.8","4.1","1.4","1.6","2.8","3.1","18.0","10.5","7.4","3.9","11.5","5.9","11.2","5.2","41.9","9.3","173409","42825","216348","36786","45.0","(X)","(X)","(X)","(X)","(X)","539","144","0.0","7.6","0.0","7.6","1.5","3.0","2.2","3.5","0.0","7.6","8.3","7.6","7.4","7.3","12.8","9.5","6.3","6.1","61.4","14.2","239614","49264","342155","92027","(X)","(X)","60.5","(X)","(X)","(X)","452","127","0.0","9.0","0.0","9.0","1.8","3.6","0.0","9.0","0.0","9.0","7.1","8.5","5.8","7.1","9.1","8.0","7.5","7.3","68.8","14.9","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1093","297","2.9","3.3","0.4","1.0","5.7","6.2","1.0","1.5","4.1","4.5","22.7","14.9","7.4","5.4","10.8","7.5","13.5","7.2","31.5","12.2","138942","61168","151362","30271","(X)","(X)","(X)","(X)","37.4","(X)",
"1400000US06075015402","Census Tract 154.02; San Francisco County; California","1331","291","0.0","3.1","0.0","3.1","3.2","2.7","5.8","5.6","2.0","3.1","7.4","4.7","1.5","1.8","6.6","4.1","21.4","16.6","52.1","13.5","207292","85604","323695","54351","27.3","(X)","(X)","(X)","(X)","(X)","651","211","0.0","6.3","0.0","6.3","0.0","6.3","0.0","6.3","0.0","6.3","4.9","6.0","0.0","6.3","4.1","5.9","21.7","23.0","69.3","21.0","250,000+","***","457633","116679","(X)","(X)","37.2","(X)","(X)","(X)","595","206","0.0","6.9","0.0","6.9","0.0","6.9","0.0","6.9","0.0","6.9","1.5","2.6","0.0","6.9","4.5","6.5","23.7","24.4","70.3","22.9","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","680","243","0.0","6.1","0.0","6.1","6.3","5.5","11.3","11.3","4.0","6.2","9.7","7.6","2.9","3.9","9.0","6.0","21.2","24.5","35.6","16.9","153352","35674","169803","36365","(X)","(X)","(X)","(X)","17.8","(X)",
"1400000US06075015500","Census Tract 155; San Francisco County; California","2250","275","14.4","8.5","9.1","4.1","11.0","7.4","3.6","4.6","2.2","2.5","1.0","1.7","9.3","4.4","9.9","5.2","15.1","7.3","24.4","7.5","95909","33474","141554","29839","32.8","(X)","(X)","(X)","(X)","(X)","590","168","0.0","6.9","0.0","6.9","23.7","16.0","0.0","6.9","0.0","6.9","3.9","6.2","0.0","6.9","8.8","10.2","23.2","12.8","40.3","16.6","189077","40413","227586","73401","(X)","(X)","47.5","(X)","(X)","(X)","413","122","0.0","9.8","0.0","9.8","15.5","15.7","0.0","9.8","0.0","9.8","0.2","4.4","0.0","9.8","12.6","13.8","22.0","13.9","49.6","20.2","192386","115931","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1660","281","19.6","11.3","12.3","5.7","6.5","7.7","4.8","6.1","3.0","3.4","0.0","2.5","12.6","5.9","10.2","5.9","12.2","8.8","18.7","9.0","83415","54382","110977","29894","(X)","(X)","(X)","(X)","27.7","(X)",
"1400000US06075015600","Census Tract 156; San Francisco County; California","1376","207","4.2","3.3","8.8","5.0","5.6","3.6","6.4","6.3","7.6","5.6","4.7","3.2","16.0","9.1","11.6","4.4","10.8","4.8","24.3","6.8","89792","22847","142595","24184","41.1","(X)","(X)","(X)","(X)","(X)","530","141","0.0","7.7","2.1","3.6","6.4","5.9","2.1","3.5","10.2","10.5","5.5","5.8","16.6","18.0","11.5","7.5","14.5","9.7","31.1","11.9","130147","69509","179990","44770","(X)","(X)","31.7","(X)","(X)","(X)","391","125","0.0","10.3","0.0","10.3","6.6","7.5","0.0","10.3","4.6","4.6","6.1","7.4","17.9","23.6","15.6","9.8","6.9","6.6","42.2","16.8","141250","94302","N","N","(X)","(X)","(X)","(X)","(X)","(X)","846","172","6.9","5.4","13.0","7.8","5.1","4.7","10.4","9.8","7.3","6.1","4.3","3.6","16.1","9.8","11.2","4.9","5.8","3.7","20.0","8.3","77500","24426","114268","26225","(X)","(X)","(X)","(X)","44.4","(X)",
"1400000US06075015701","Census Tract 157.01; San Francisco County; California","1217","152","3.0","3.6","3.8","3.7","7.4","7.3","0.0","3.4","0.7","1.1","3.3","2.8","8.1","6.0","20.3","8.6","16.2","9.6","37.3","10.0","156581","41844","222393","39667","38.1","(X)","(X)","(X)","(X)","(X)","492","139","0.0","8.3","4.7","6.7","0.0","8.3","0.0","8.3","0.0","8.3","5.7","6.0","16.1","12.4","13.8","11.2","21.5","16.7","38.2","17.2","187542","50503","292141","100949","(X)","(X)","28.0","(X)","(X)","(X)","353","122","0.0","11.3","6.5","9.0","0.0","11.3","0.0","11.3","0.0","11.3","0.0","11.3","13.9","15.7","0.0","11.3","26.3","20.9","53.3","23.9","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","725","134","5.1","6.2","3.2","5.0","12.4","12.0","0.0","5.7","1.1","1.8","1.7","2.8","2.6","4.2","24.7","12.8","14.3","10.6","34.9","11.7","144345","22301","173920","36452","(X)","(X)","(X)","(X)","45.0","(X)",
"1400000US06075015702","Census Tract 157.02; San Francisco County; California","1397","213","0.8","1.2","1.0","1.5","2.0","2.6","2.8","4.1","1.6","1.9","5.9","3.8","6.9","5.7","10.2","4.7","17.1","7.7","51.8","8.7","211641","72484","286450","59236","29.8","(X)","(X)","(X)","(X)","(X)","615","212","0.0","6.7","0.0","6.7","2.3","3.7","0.0","6.7","0.0","6.7","6.7","6.1","1.3","2.4","5.4","4.7","6.5","6.1","77.9","10.1","250,000+","***","410089","103368","(X)","(X)","30.9","(X)","(X)","(X)","565","214","0.0","7.2","0.0","7.2","2.5","4.0","0.0","7.2","0.0","7.2","5.5","5.8","0.0","7.2","5.8","5.2","7.1","6.8","79.1","10.5","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","782","117","1.4","2.3","1.8","2.7","1.8","2.6","5.0","7.5","2.8","3.4","6.5","5.3","12.3","10.1","13.9","7.4","24.4","11.9","30.1","9.7","156346","59396","180454","24937","(X)","(X)","(X)","(X)","27.4","(X)",
"1400000US06075015801","Census Tract 158.01; San Francisco County; California","1416","149","1.4","1.6","8.1","5.0","5.0","4.6","3.2","2.8","5.0","3.5","9.6","5.8","10.2","4.5","7.6","4.2","13.5","5.7","36.4","7.8","149643","57232","189708","23592","36.7","(X)","(X)","(X)","(X)","(X)","667","142","0.0","6.2","8.1","8.0","3.0","3.7","4.0","5.4","3.6","4.6","11.7","9.5","9.0","6.8","5.8","5.0","15.4","7.2","39.3","11.2","175066","48312","226644","46918","(X)","(X)","45.4","(X)","(X)","(X)","437","114","0.0","9.3","6.4","8.7","0.0","9.3","0.0","9.3","2.5","4.2","6.4","6.7","10.3","9.3","3.2","4.7","23.6","11.0","47.6","12.9","189963","73406","N","N","(X)","(X)","(X)","(X)","(X)","(X)","749","139","2.7","3.1","8.0","6.3","6.8","8.2","2.4","2.8","6.3","5.2","9.2","6.1","11.3","6.6","7.7","6.1","11.7","7.6","33.8","11.4","106063","56062","155631","31528","(X)","(X)","(X)","(X)","28.8","(X)",
"1400000US06075015802","Census Tract 158.02; San Francisco County; California","1572","155","8.7","5.2","1.2","1.5","2.1","2.0","2.7","3.2","4.3","3.7","5.6","4.3","9.3","6.5","17.7","6.2","13.6","5.9","34.9","8.1","142700","36554","220192","46085","36.0","(X)","(X)","(X)","(X)","(X)","409","110","3.2","5.8","0.0","9.9","0.0","9.9","0.7","2.5","2.9","5.1","3.2","5.2","2.4","3.7","18.1","12.9","14.4","13.5","55.0","17.3","215179","77876","345379","151423","(X)","(X)","27.9","(X)","(X)","(X)","308","97","0.0","12.9","0.0","12.9","0.0","12.9","1.0","3.3","3.9","6.7","4.2","6.9","3.2","5.2","14.9","13.8","15.9","17.4","56.8","19.8","239464","92037","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1163","163","11.7","6.8","1.6","2.0","2.8","2.7","3.4","4.2","4.7","4.6","6.4","5.4","11.7","8.3","16.4","7.1","13.3","5.9","27.9","8.9","111827","30099","174032","37195","(X)","(X)","(X)","(X)","38.0","(X)",
"1400000US06075015900","Census Tract 159; San Francisco County; California","2159","248","4.0","3.6","12.2","8.3","9.3","7.4","8.2","6.3","1.7","1.8","5.8","6.7","11.9","7.2","9.2","4.6","10.8","6.7","26.8","7.2","83162","37164","137118","20580","45.4","(X)","(X)","(X)","(X)","(X)","840","229","0.0","4.9","12.7","13.9","0.0","4.9","7.6","8.1","1.1","2.2","3.5","5.0","17.0","13.2","7.7","5.3","10.7","10.9","39.6","13.7","157597","97517","156915","32686","(X)","(X)","51.1","(X)","(X)","(X)","586","174","0.0","7.0","4.6","7.6","0.0","7.0","10.9","11.2","0.0","7.0","4.9","7.1","9.9","14.8","10.8","7.0","15.4","15.1","43.5","15.5","159188","58071","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1319","184","6.5","5.7","11.9","10.8","15.2","11.8","8.5","8.4","2.1","2.5","7.4","10.4","8.6","6.9","10.2","6.5","10.9","8.5","18.7","8.7","59446","46739","124139","32909","(X)","(X)","(X)","(X)","41.8","(X)",
"1400000US06075016000","Census Tract 160; San Francisco County; California","1724","446","9.5","7.1","7.2","4.3","3.0","2.1","1.6","1.7","4.8","3.4","8.1","3.7","7.3","4.7","28.2","19.2","7.0","4.8","23.3","8.5","141304","64344","166985","36362","25.0","(X)","(X)","(X)","(X)","(X)","433","139","2.8","4.6","8.3","12.1","7.6","6.9","0.0","9.3","0.0","9.3","9.2","4.8","3.9","4.7","26.8","16.3","8.1","11.2","33.3","13.3","141793","52406","262986","122882","(X)","(X)","40.0","(X)","(X)","(X)","317","111","3.8","6.2","11.4","16.4","10.4","8.9","0.0","12.5","0.0","12.5","12.6","6.2","1.6","2.4","12.3","12.7","11.0","14.9","36.9","15.6","141793","58937","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1291","446","11.7","9.4","6.8","4.1","1.5","1.8","2.2","2.3","6.4","4.7","7.7","4.8","8.4","6.5","28.7","25.1","6.7","4.9","20.0","9.7","138125","81429","134337","23682","(X)","(X)","(X)","(X)","20.0","(X)",
"1400000US06075016101","Census Tract 161.01; San Francisco County; California","1572","305","2.6","2.5","27.4","11.7","8.0","6.2","13.9","11.3","3.7","3.3","2.9","3.1","8.2","6.4","11.1","4.7","7.2","4.9","15.1","6.8","-","**","97758","27245","20.5","(X)","(X)","(X)","(X)","(X)","460","208","1.5","2.7","2.8","4.6","9.1","14.1","24.3","30.9","9.8","10.5","4.3","8.5","10.0","9.3","15.9","8.3","10.0","11.0","12.2","10.3","-","**","121398","74851","(X)","(X)","29.8","(X)","(X)","(X)","275","92","2.5","4.4","4.7","7.3","15.3","21.1","0.0","14.3","9.8","13.1","0.0","14.3","16.7","14.4","26.5","10.9","9.1","12.2","15.3","11.0","102633","12625","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1112","238","3.1","3.3","37.5","14.6","7.5","6.3","9.6","8.6","1.2","2.0","2.2","2.8","7.5","8.6","9.2","6.6","6.0","4.9","16.3","8.4","27768","26188","87978","23006","(X)","(X)","(X)","(X)","16.7","(X)",
"1400000US06075016102","Census Tract 161.02; San Francisco County; California","1212","256","9.7","8.0","26.7","17.1","11.6","7.0","6.5","7.9","5.3","5.3","9.2","7.8","22.2","10.9","8.1","8.9","0.0","3.4","0.7","1.2","-","**","49198","15189","62.6","(X)","(X)","(X)","(X)","(X)","607","141","7.6","6.3","5.9","7.9","19.3","12.2","9.2","13.0","6.3","9.4","8.9","9.4","36.6","17.7","4.9","7.3","0.0","6.8","1.3","2.4","54688","39574","58285","12247","(X)","(X)","66.4","(X)","(X)","(X)","260","112","6.9","12.7","0.0","15.0","24.6","17.8","0.0","15.0","0.0","15.0","0.0","15.0","53.8","21.5","11.5","16.1","0.0","15.0","3.1","5.9","87250","9588","N","N","(X)","(X)","(X)","(X)","(X)","(X)","605","267","11.9","14.4","47.6","28.6","3.8","4.6","3.8","5.9","4.3","6.8","9.6","12.0","7.8","11.8","11.2","16.7","0.0","6.8","0.0","6.8","-","**","40082","25185","(X)","(X)","(X)","(X)","58.8","(X)",
"1400000US06075016200","Census Tract 162; San Francisco County; California","1872","345","2.0","2.3","4.2","2.9","1.7","2.1","4.2","3.5","4.3","3.3","13.2","5.5","13.9","8.3","11.2","7.0","9.3","6.3","36.0","13.0","125913","52048","195302","37673","31.4","(X)","(X)","(X)","(X)","(X)","571","299","0.0","7.2","0.0","7.2","0.0","7.2","0.0","7.2","1.9","3.9","8.4","7.8","18.7","16.9","0.0","7.2","1.6","3.3","69.4","19.5","250,000+","***","287337","63034","(X)","(X)","37.3","(X)","(X)","(X)","405","238","0.0","10.0","0.0","10.0","0.0","10.0","0.0","10.0","0.0","10.0","11.9","10.7","16.0","19.2","0.0","10.0","2.2","4.6","69.9","22.8","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1301","247","2.9","3.3","6.0","4.0","2.5","2.9","6.1","4.9","5.4","4.2","15.3","7.1","12.3","9.5","16.1","9.0","12.1","8.4","21.4","7.8","99570","34114","154430","29860","(X)","(X)","(X)","(X)","28.7","(X)",
"1400000US06075016300","Census Tract 163; San Francisco County; California","1944","234","6.8","4.7","1.2","2.0","7.5","5.3","4.7","3.8","10.2","6.7","7.0","4.6","11.9","5.6","12.1","8.0","12.4","6.6","26.0","7.9","101964","63716","167417","30223","40.1","(X)","(X)","(X)","(X)","(X)","575","131","0.0","7.1","0.0","7.1","2.8","5.1","2.3","3.6","9.4","9.3","0.0","7.1","15.0","11.8","12.3","11.6","15.1","11.6","43.1","18.6","175313","95090","238809","59675","(X)","(X)","60.9","(X)","(X)","(X)","398","121","0.0","10.1","0.0","10.1","4.0","7.0","0.0","10.1","13.6","14.0","0.0","10.1","0.0","10.1","4.0","6.4","16.1","14.3","62.3","19.3","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1369","242","9.7","6.7","1.8","2.9","9.4","6.9","5.8","4.9","10.5","8.5","10.0","6.5","10.7","7.0","14.0","10.8","11.3","7.5","16.9","6.6","76851","34430","135699","32312","(X)","(X)","(X)","(X)","31.3","(X)",
"1400000US06075016400","Census Tract 164; San Francisco County; California","1679","202","6.0","4.6","2.9","2.7","1.7","1.8","0.8","1.0","2.6","2.5","3.8","2.3","5.7","2.8","21.0","10.2","7.6","3.7","47.9","8.8","183281","65844","259834","49714","22.7","(X)","(X)","(X)","(X)","(X)","397","182","0.0","10.1","0.0","10.1","0.0","10.1","1.8","2.9","1.3","2.4","2.3","3.5","3.5","4.1","27.5","32.7","5.3","5.8","58.4","27.7","233750","107181","363884","160752","(X)","(X)","20.4","(X)","(X)","(X)","341","177","0.0","11.7","0.0","11.7","0.0","11.7","0.0","11.7","0.0","11.7","0.0","11.7","0.0","11.7","30.5","37.0","6.2","6.7","63.3","34.3","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1282","147","7.8","5.8","3.7","3.5","2.2","2.4","0.5","1.0","3.0","3.2","4.3","2.9","6.8","3.8","18.6","8.8","8.3","4.5","44.7","10.2","170125","64423","227024","45639","(X)","(X)","(X)","(X)","23.4","(X)",
"1400000US06075016500","Census Tract 165; San Francisco County; California","2303","259","8.4","5.7","0.5","0.8","5.6","4.2","1.6","1.6","2.2","2.2","3.4","2.6","8.4","5.1","17.3","7.6","6.1","3.6","46.5","9.6","180152","64921","203308","30992","39.9","(X)","(X)","(X)","(X)","(X)","1077","229","0.0","3.9","0.0","3.9","6.0","6.1","1.4","2.1","2.5","3.8","0.0","3.9","8.3","6.4","16.5","9.1","6.1","5.7","59.1","12.9","220030","72651","252339","51096","(X)","(X)","44.0","(X)","(X)","(X)","901","254","0.0","4.6","0.0","4.6","7.2","7.5","0.0","4.6","0.0","4.6","0.0","4.6","3.3","5.7","16.9","11.6","7.3","6.9","65.3","13.9","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1226","293","15.8","10.0","1.0","1.6","5.3","5.8","1.7","2.3","1.9","2.4","6.4","5.1","8.5","8.2","18.0","12.1","6.0","4.5","35.3","11.6","133700","49337","160235","29773","(X)","(X)","(X)","(X)","36.3","(X)",
"1400000US06075016601","Census Tract 166.01; San Francisco County; California","1511","211","3.9","3.8","2.6","2.5","2.3","1.9","2.6","2.6","5.1","4.1","7.5","4.4","8.1","4.0","18.9","12.0","8.6","5.1","40.4","10.6","146691","51889","205160","40812","36.3","(X)","(X)","(X)","(X)","(X)","331","105","0.0","12.0","0.0","12.0","5.1","5.8","0.0","12.0","0.0","12.0","0.0","12.0","9.4","9.7","3.0","4.8","22.4","17.8","60.1","18.1","210417","14496","286648","90145","(X)","(X)","20.2","(X)","(X)","(X)","233","71","0.0","16.6","0.0","16.6","3.9","6.4","0.0","16.6","0.0","16.6","0.0","16.6","4.3","6.9","4.3","6.8","31.8","21.4","55.8","20.9","208750","45838","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1180","232","5.0","4.9","3.3","3.3","2.1","2.1","3.4","3.4","6.5","5.2","9.7","5.6","7.7","4.9","22.7","14.8","4.7","3.6","34.8","11.5","128418","11802","181401","41299","(X)","(X)","(X)","(X)","38.8","(X)",
"1400000US06075016602","Census Tract 166.02; San Francisco County; California","988","240","2.2","2.8","1.3","2.1","0.0","4.2","0.0","4.2","7.3","3.6","7.3","5.5","4.1","3.1","8.4","6.3","8.2","5.7","61.1","12.3","218394","15785","297129","70671","42.6","(X)","(X)","(X)","(X)","(X)","378","146","0.0","10.6","0.0","10.6","0.0","10.6","0.0","10.6","0.0","10.6","3.4","5.8","1.1","1.9","5.3","6.5","16.1","12.9","74.1","17.3","250,000+","***","432716","152189","(X)","(X)","23.5","(X)","(X)","(X)","318","139","0.0","12.5","0.0","12.5","0.0","12.5","0.0","12.5","0.0","12.5","0.0","12.5","1.3","2.3","6.3","7.7","15.1","13.4","77.4","16.9","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","610","213","3.6","4.5","2.1","3.5","0.0","6.7","0.0","6.7","11.8","6.7","11.8","8.5","3.9","4.4","10.3","9.6","3.3","4.0","53.1","17.9","217729","107499","212204","51481","(X)","(X)","(X)","(X)","54.4","(X)",
"1400000US06075016700","Census Tract 167; San Francisco County; California","2315","292","0.6","1.0","0.0","1.8","0.8","1.2","2.5","2.8","2.5","2.8","5.8","4.9","3.5","3.7","18.0","7.8","9.3","4.4","57.0","10.5","246989","49304","303978","46790","35.6","(X)","(X)","(X)","(X)","(X)","844","230","0.0","4.9","0.0","4.9","0.0","4.9","2.1","3.3","0.0","4.9","0.0","4.9","5.3","9.4","11.3","12.1","9.1","6.9","72.2","15.0","250,000+","***","377227","95757","(X)","(X)","35.0","(X)","(X)","(X)","697","189","0.0","5.9","0.0","5.9","0.0","5.9","0.0","5.9","0.0","5.9","0.0","5.9","5.7","8.5","3.6","5.8","11.0","8.0","79.6","11.2","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1471","297","1.0","1.6","0.0","2.8","1.2","1.9","2.8","3.9","3.9","4.5","9.2","7.8","2.4","2.6","21.8","9.9","9.4","6.0","48.3","14.8","198365","84630","261950","55902","(X)","(X)","(X)","(X)","32.2","(X)",
"1400000US06075016801","Census Tract 168.01; San Francisco County; California","1997","212","2.3","2.0","2.3","2.8","6.7","5.4","2.0","1.6","7.9","3.5","8.3","5.2","13.0","7.7","8.1","3.8","6.1","2.9","43.5","7.8","148173","50480","223204","34468","28.9","(X)","(X)","(X)","(X)","(X)","600","102","1.7","2.5","0.0","6.8","2.8","3.3","0.0","6.8","2.0","3.3","16.3","12.8","1.7","2.5","11.7","9.5","4.3","5.0","59.5","15.2","250,000+","***","270051","52847","(X)","(X)","42.7","(X)","(X)","(X)","454","102","0.0","8.9","0.0","8.9","3.7","4.3","0.0","8.9","0.0","8.9","17.6","16.1","0.0","8.9","15.4","11.7","5.7","6.4","57.5","18.9","219500","72823","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1397","211","3.2","2.9","3.3","4.0","8.4","7.3","2.8","2.3","9.7","4.7","4.8","4.7","17.9","10.6","6.9","4.2","6.5","4.3","36.6","9.0","99984","75698","196753","40289","(X)","(X)","(X)","(X)","22.7","(X)",
"1400000US06075016802","Census Tract 168.02; San Francisco County; California","1924","222","4.0","3.4","4.4","5.0","8.1","5.1","3.0","3.0","5.7","5.6","9.6","5.8","9.9","8.2","9.4","6.1","10.8","6.4","35.1","9.4","109107","76091","189999","41902","21.5","(X)","(X)","(X)","(X)","(X)","453","139","6.2","10.6","3.5","6.1","5.1","7.5","0.0","8.9","0.0","8.9","10.4","10.6","0.0","8.9","21.2","20.0","17.9","20.6","35.8","20.2","153135","52061","264455","125255","(X)","(X)","26.7","(X)","(X)","(X)","311","126","0.0","12.8","0.0","12.8","0.0","12.8","0.0","12.8","0.0","12.8","11.9","14.6","0.0","12.8","30.9","25.9","5.1","9.0","52.1","27.3","218583","144017","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1471","237","3.3","2.9","4.7","6.1","9.0","6.4","3.9","3.8","7.5","7.4","9.4","6.8","13.0","10.6","10.4","7.4","8.6","5.7","30.2","10.2","97215","10887","162180","38284","(X)","(X)","(X)","(X)","19.9","(X)",
"1400000US06075016900","Census Tract 169; San Francisco County; California","1620","183","3.6","2.0","5.6","4.7","8.9","5.3","4.0","2.9","2.1","1.7","13.1","7.2","4.0","2.8","5.9","3.1","7.9","3.4","45.1","8.0","174545","55444","223446","30859","22.5","(X)","(X)","(X)","(X)","(X)","386","111","5.2","5.6","0.0","10.4","6.2","5.2","0.0","10.4","0.0","10.4","7.0","7.3","5.7","5.6","7.0","6.8","5.4","5.6","63.5","14.7","250,000+","***","279916","49236","(X)","(X)","9.3","(X)","(X)","(X)","313","112","0.0","12.7","0.0","12.7","3.5","5.3","0.0","12.7","0.0","12.7","3.8","6.0","3.2","5.5","8.6","8.5","6.7","7.0","74.1","13.2","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1234","170","4.0","2.3","7.3","6.1","9.7","7.1","5.2","3.8","1.9","1.8","16.2","9.1","3.4","3.2","5.5","2.9","8.7","4.0","38.2","9.1","120227","67570","192574","35684","(X)","(X)","(X)","(X)","26.6","(X)",
"1400000US06075017000","Census Tract 170; San Francisco County; California","2146","271","5.6","5.7","1.1","1.6","0.7","1.2","3.9","2.9","3.6","3.4","4.3","4.0","4.1","3.4","10.4","6.0","8.1","5.2","58.2","9.2","240556","28858","282572","38986","39.9","(X)","(X)","(X)","(X)","(X)","943","197","3.0","3.9","0.0","4.4","0.0","4.4","1.4","2.2","0.0","4.4","7.0","8.5","0.3","1.1","14.4","11.2","10.4","7.1","63.5","13.5","250,000+","***","333383","73233","(X)","(X)","49.5","(X)","(X)","(X)","860","184","3.3","4.2","0.0","4.8","0.0","4.8","0.0","4.8","0.0","4.8","5.8","9.0","0.3","1.2","14.7","11.7","9.0","7.0","67.0","15.1","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1203","250","7.6","9.6","1.9","2.9","1.3","2.1","5.8","5.1","6.5","6.1","2.2","2.7","7.1","6.0","9.3","6.7","8.0","8.2","50.3","12.8","215438","110682","235799","50798","(X)","(X)","(X)","(X)","30.4","(X)",
"1400000US06075017101","Census Tract 171.01; San Francisco County; California","1776","214","2.5","1.9","0.0","2.4","0.0","2.4","1.0","1.3","5.9","4.3","3.2","2.3","15.0","7.9","14.7","5.8","7.7","3.8","50.2","7.4","200357","44767","276744","28907","32.4","(X)","(X)","(X)","(X)","(X)","759","128","3.2","3.3","0.0","5.4","0.0","5.4","0.0","5.4","0.0","5.4","4.1","3.8","4.5","3.8","6.9","6.2","6.6","4.3","74.8","8.9","250,000+","***","397910","57027","(X)","(X)","41.5","(X)","(X)","(X)","669","117","0.0","6.2","0.0","6.2","0.0","6.2","0.0","6.2","0.0","6.2","4.6","4.4","2.1","2.5","7.8","7.0","6.4","4.5","79.1","9.3","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1017","200","2.0","2.4","0.0","4.1","0.0","4.1","1.7","2.3","10.2","7.7","2.5","2.9","23.9","12.7","20.6","8.8","8.5","5.5","30.8","9.4","134028","44504","183362","28341","(X)","(X)","(X)","(X)","25.6","(X)",
